N_segment,Tseg,Xcoeff,Ycoeff,Zcoeff,Order
9,1.27276508474979,-1,0,1,7
-1,0.372728511696031,0,0,0,-1
-1,0.304569567102682,0,0,0,-1
-1,0.184434792743819,0,0,0,-1
-1,0.159074034475871,0,0,0,-1
-1,0.18499141635555,0.175915766923952,0,0,-1
-1,0.304656635264594,-0.0857667244908926,0,0,-1
-1,0.371095158917978,-0.777777777777778,0,1,-1
-1,1.2730467086241,0.588794628967124,0,0,-1
-1,-1,0.253578364608504,0,0,-1
-1,-1,-0.682132964291683,0,0,-1
-1,-1,-0.961553306424968,0,0,-1
-1,-1,3.8105448501206,0,0,-1
-1,-1,-1.96830223285171,0,0,-1
-1,-1,-0.555555555555556,0,1,-1
-1,-1,0.576907154706074,0,0,-1
-1,-1,0.0883919171290472,0,0,-1
-1,-1,1.12948384105202,0,0,-1
-1,-1,2.04184841387306,0,0,-1
-1,-1,-3.82133002338024,0,0,-1
-1,-1,0.142388701665303,0,0,-1
-1,-1,-0.333333333333333,0,1,-1
-1,-1,1.01066242605678,0,0,-1
-1,-1,1.19499906858808,0,0,-1
-1,-1,0.170555726348881,0,0,-1
-1,-1,-3.55707012525878,0,0,-1
-1,-1,-1.13798779627088,0,0,-1
-1,-1,4.65241079465634,0,0,-1
-1,-1,-0.111111111111111,0,1,-1
-1,-1,1.37753222370776,0,0,-1
-1,-1,0.581177945488802,0,0,-1
-1,-1,-2.24574565734211,0,0,-1
-1,-1,-2.2575893319577,0,0,-1
-1,-1,5.80032393500634,0,0,-1
-1,-1,-0.0414120444144825,0,0,-1
-1,-1,0.111111111111111,0,1,-1
-1,-1,1.37563532254752,0,0,-1
-1,-1,-0.591884003303974,0,0,-1
-1,-1,-2.229439631322,0,0,-1
-1,-1,2.30409065728261,0,0,-1
-1,-1,3.96429512180685,0,0,-1
-1,-1,-4.75626875071138,0,0,-1
-1,-1,0.333333333333333,0,1,-1
-1,-1,1.00611199051142,0,0,-1
-1,-1,-1.18947772632539,0,0,-1
-1,-1,0.212280868213624,0,0,-1
-1,-1,3.53747737839081,0,0,-1
-1,-1,-3.62491630435018,0,0,-1
-1,-1,-0.162902414567725,0,0,-1
-1,-1,0.555555555555556,0,1,-1
-1,-1,0.582051968246698,0,0,-1
-1,-1,-0.0755443293601274,0,0,-1
-1,-1,1.0775211817883,0,0,-1
-1,-1,-2.18658207559151,0,0,-1
-1,-1,-0.0390929492375057,0,0,-1
-1,-1,1.5462525896194,0,0,-1
-1,-1,0.777777777777778,0,1,-1
-1,-1,0.586410388052463,0,0,-1
-1,-1,-0.260367339670658,0,0,-1
-1,-1,-0.646259463906288,0,0,-1
-1,-1,0.913698883081399,0,0,-1
-1,-1,-0.451933499529011,0,0,-1
-1,-1,0.080409402673348,0,0,-1
